"Nb","Individual","Code","Nicknames","Sex","EarMark","DOB","DOB Accuracy","FirstRecorded","DateAdult","PresentGp","BirthGp","Mother","Father","DepartureNatalGp","ImmigrationGp1","DateImmigration1","LastSeen1","ImmigrationGp2","DateImmigration2","LastSeen2","ImmigrationGp3","DateImmigration3","LastSeen3","ImmigrationGp4","DateImmigration4","LastSeen4","Reliable data","Comments"
"484","Kommunis","Kom",,"M",,,,"04/09/2017",,,,,,,"AK","09/10/2019","09/10/2019","BD","12/11/2019","14/12/2021","BD","20/01/2022","06/10/2023",,,,,"Named Bingo until 2018, but isnt the original Bing - NEED MORE DETAIL. Dissapeared fro Baie dankie from the 14/12/2021 and appeared agin on the 01/19/2022. Then claimed to be dissapeared on 28/09/2023, but after double checking logbook, last date seen is 05/10/2023"
"148","Koninging","Koni",,"F",,"01/12/2011","month","09/12/2011",,,"BD","Kaiki",,"07/01/2013","InBetweeners",,"30/08/2014",,,,,,,,,,,"Formed new group Inbetweeners"
"542","Kookoolegit","Koo",,"M",,,,"12/04/2018",,,"CR","Kodiak",,"18/07/2018",,,"18/07/2018",,,,,,,,,,,"Last seen few days before CR last followed"
"316","Krakatoa","Krak",,"F",,,,"28/10/2014",,,"CR",,,,"SplitCR","12/01/2017","10/04/2017",,,,,,,,,,,
"711","Kurt Cubain","Kur",,"M",,,,,,,,,,,"RC",,"11/12/2010",,,,,,,,,,"No",
"341","Kyle","Kyl",,"M",,"24/11/2014","day","24/11/2014",,,"LT","Kaya",,"21/02/2018",,,"03/03/2018",,,,,,,,,,,
"547","Laila","Lail",,"F",,"11/06/2018","day","11/06/2018","26/10/2022","LT","LT","Laurel",,,,,,,,,,,,,,,"Yes",
"622","Lampshade","Lamp",,"F",,,,"07/11/2019",,,"LT","Laurel",,,,,"10/04/2020",,,,,,,,,,,"Dead, no body found"
"317","Lancey","Lanc",,"F",,"29/10/2014","day","29/10/2014",,"LT","LT","Laurel",,,,,,,,,,,,,,,"Yes",
"589","Larry","Lar",,"M",,"15/12/2018","day","15/12/2018",,,"LT","Lancey",,"18/07/2020",,,"18/07/2020",,,,,,,,,,,"Presumed dead."
"232","Laurel","Laur",,"F",,"01/01/2010","year","12/11/2012",,,"LT","Lizz",,,,,"03/03/2020",,,,,,,,,,,"Born in 2010, fate unknown. Presumed dead."
"86","Lausanne","Laus",,"F","1",,,"05/03/2011",,,"NH",,,,,,"21/01/2014",,,,,,,,,,,"Last seen during BGE, by BD observers"
"498","Lavander","Lava",,"F",,"11/10/2017","day","11/10/2017",,,"LT","Laurel",,,,,"27/09/2019",,,,,,,,,,,"Presumed dead"
"428","Lawrence","Law",,"M",,"17/11/2015","day","17/11/2015",,,"LT","Laurel",,"12/04/2016",,,"12/04/2016",,,,,,,,,,,
"281","Lefty","Lef",,"M",,"01/01/2010","year","31/05/2014",,,"LT",,,"16/01/2017",,,"16/01/2017",,,,,,,,,,,
"23","Lekker","Lek",,"M",,,,"09/11/2010",,,,,,,"BD","09/11/2010","23/04/2012","NH","28/04/2012","18/05/2012","BD","19/05/2012","12/02/2015",,,,,"Some days in May-June 2012 where he is back and forth between NH and BD"
"197","Lennon","Len",,"M",,"19/09/2012","day","19/09/2012",,,"LT","Lizz",,"10/02/2018",,,"10/02/2018",,,,,,,,,,,
"551","Lewe","Lewe",,"F",,"26/10/2018","day","26/10/2018","26/10/2022",,"BD","Little Blind",,,,,"15/01/2024",,,,,,,,,,,
"152","Lhassa","Lhas",,"F",,"01/01/2009","year","16/12/2011",,,"NH","Lausanne",,"04/04/2016","Iceland",,"25/06/2016",,,,,,,,,,,"Split group"
"286","Liam","Lia",,"M",,"01/01/2013","year","15/08/2014",,,"LT",,,"07/12/2018",,,"07/12/2018",,,,,,,,,,"No","Mother = Jenny? Tbc with DNA - Unknown fate - scan data collected with Liam name for Kenneth/Joe??"
"387","Liffey","Lif",,"M",,,,"28/04/2015",,,,,,,"KB","28/04/2015","31/05/2021","NH","01/06/2021","12/08/2022",,,,,,,,"Described initially as heart shape male. Found dead on KB open hill on 19/08/2022 by Loic. Brain was extracted on the 20/08/2022"
"634","Light","Lig",,"M",,"01/10/2020","month","29/10/2020",,"LT","LT","Lilly",,"Still present",,,"Still present",,,,,,,,,,"Yes","Born between the 22nd and the 29th of October 2020 according to logbook entries."
"401","Lilly","Lill",,"F",,"16/10/2015","day","16/10/2015",,"LT","LT","Lizz",,,,,,,,,,,,,,,"Yes",
"330","Lima","Lima",,"F",,"04/11/2014","day","04/11/2014",,,"NH","Lhassa","Auckland",,"RFamily",,"23/02/2021",,,,,,,,,,,"she gave birth to a baby F on the 04/11/2014 who died on 14/03/2019. Disappeared with Rennes, Roslin and Reva."
"364","Lionel","Lion",,"F",,"01/01/2011","year","31/12/2014",,,"CR",,,,,,"07/04/2018",,,,,,,,,,,"Born 2011"
"598","Lipsy","Lip",,"M",,,,"01/06/2019",,,,,,,"NH","01/06/2019","17/08/2020","CR",,,,,,,,,,"Some suspect he is Dwergie from BD, unconfirmed until genetics. He left NH in August 2020 and is assumed to be in Crossing now."
"53","Little Balls",,,"M",,,,"13/12/2010",,,,,,,"RC",,"13/12/2010",,,,,,,,,,"No","Only recorded once"
"87","Little Blind","Lbli","JL","F",,"01/01/2009","year","24/03/2011",,,"BD",,,,,,"12/03/2021",,,,,,,,,,,"Born in 2009, last seen in BD on 12/03/2021, presumed dead."
"47","Little Napoli",,,"M",,,,"04/12/2010",,,,,,,"RC",,"13/12/2010",,,,,,,,,,"No",
"712","Little Notch",,,,"2","01/01/2012","year",,,,"CR",,,,,,,,,,,,,,,,"No","Born 2012"
"24","Little Skollie",,,"M",,"01/01/2009","year","09/11/2010",,,"BD",,,"15/05/2014","NH","19/05/2014","16/06/2015",,,,,,,,,,,"Born in 2009, seen with unhabituated group in NH sleep1 short time (~weeks-months) after departure from NH"
"242","Little Z",,,"M",,"01/01/2009","year","08/02/2013",,,"KB",,,"20/09/2013",,,"20/09/2013",,,,,,,,,,"No","Probably born Dec 2009; Unclear if actually existed or mistaken for another juvenile; would NOT recommend using his data"
"81","Lizz","Lizz",,"F","1",,,"28/01/2011",,,"LT",,,,,,"07/07/2023",,,,,,,,,,,
"378","Lohihi","Lohi",,"F",,,,"10/01/2015",,,"CR",,,,,,"18/07/2018",,,,,,,,,,,"Last seen few days before CR last followed"
"666","Loki","Loki",,"F",,"01/12/2021","month","07/12/2020",,"LT","LT","Louise",,,,,,,,,,,,,,,"Yes","Baby born between the 4th and 7th of december"
"774","Lola","Lola",,"F",,"01/01/2021","year","03/12/2021",,"LT","LT","Louise",,,,,,,,,,,,,,,"Yes",
"123","Lome","Lom",,"M",,"27/10/2011","day","27/10/2011",,,"NH","Lausanne",,"31/05/2016","5males","14/07/2016","14/07/2016",,,,,,,,,,,"seen 14/07/2016 in gp of 5 sub males"
"857","Lotus","Lotu",,"F",,"01/12/2022","month","22/12/2022",,"LT","LT","Louise",,,,,,,,,,,,,,,"Yes",
"461","Louise","Loui",,"F",,"09/11/2016","day","09/11/2016",,"LT","LT","Lizz",,,,,,,,,,,,,,,"Yes",
"477","Luan","Lua",,"M",,"19/12/2016","day","19/12/2016",,,"LT","India",,"16/01/2017",,,"16/01/2017",,,,,,,,,,,"Mother (India) died, left behind by group, taken to the sanctuary (16/01/17) and named Luan."
"775","Lucifer","Luc",,"M",,"01/01/2021","year","11/12/2021",,,"LT","Lilly",,,,,"18/12/2023",,,,,,,,,,"Yes",
"670","Lugano","Lug",,"M",,"01/12/2021","month","21/12/2020",,,"NH","Lima",,"18/02/2021",,,"18/02/2021",,,,,,,,,,,"born between 19-21.12.20 . injured the 16th, found dead on the 18th."
"850","Luna","Luna",,"F",,"01/12/2022","month","06/12/2022",,"LT","LT","Lancey",,,,,,,,,,,,,,,"Yes",
"921","Lusaka","Lus","NewNewGuy","M",,,,"04/06/2024",,"NH",,,,,"NH","04/06/2024","Still present",,,,,,,,,,"Yes","first entry in logbook is 2024-06-04 (described as NewNewGuy). Here it was written 23/09/2024 as first date of immigration, but social and sexual data shows him earlier"
"365","Macedonia","Mac",,"M",,,,"31/12/2014",,,,,,,"CR","31/12/2014","20/05/2016",,,,,,,,,,,"Disappeared"
"359","Mackanzie","Mack","Asiatic","F",,"01/01/2012","year","31/12/2014",,"CR","CR",,,,,,,,,,,,,,,,"Yes","Born 2012"
"294","Madagascar","Mad",,"M",,,,"08/10/2014",,,,,,,"CR","08/10/2014",,"BD","01/09/2014","07/03/2017",,,,,,,,"Was recognised in BD as from CR, but no CR data for him -> check broken tail male"
"846","Madeline","Made",,"F",,"01/01/2022","year","02/12/2022",,"CR","CR","mackenzie",,,,,,,,,,,,,,,"Yes",
"713","Madonna","Mado",,"F","10",,,,,,"RC",,,,,,,,,,,,,,,,"No",
"347","Malawi","Mal",,"M",,"01/12/2014","month","14/12/2014",,,"KB","Mara","Medjerda","17/05/2019",,,"17/05/2019",,,,,,,,,,,"Probably born before but 1st time seen in december"
"75","Mamoobi","Mamo",,"F",,,,"18/01/2011",,,"AK",,,,,,"30/04/2019",,,,,,,,,,,"Presumed dead, body not found, in logbook as seen on 09/05/19 but likely a mistake"
"809","Mandy","Man","NewMale0922","M",,,,"22/09/2022",,"LT",,,,,"LT","22/09/2022","Still present",,,,,,,,,,"Yes",
"452","Manhattan","Manh",,"F",,"01/01/2014","year","11/02/2016",,,"CR","Martinique",,,,,"21/01/2017",,,,,,,,,,,"Born 2014, Dead"
"916","Maputo","Map",,,,,,"30/04/2024",,,,,,,"NH","30/04/2024","12/07/2024",,,,,,,,,,"Yes",
"248","Mara","Mara","Spotty arm","F",,,,"06/05/2013",,,"KB",,,,,,"05/11/2022",,,,,,,,,,"No","likely called spotty arm early on - Iding of her before May 2013 likely unreliable"
"515","Margarita","Mar",,"M",,,,"25/10/2017",,,"CR","Mackenzie",,"17/11/2017",,,"17/11/2017",,,,,,,,,,,
"397","Martinique","Mart",,"F",,,,"07/10/2015",,,"CR",,,,,,"07/10/2015",,,,,,,,,,"No","Only ever recorded once in logbook, presumed dead?"
"570","Mass","Mas",,"M",,"01/11/2018","month","12/11/2018",,,"KB","Mara",,"06/02/2023",,,"06/02/2023",,,,,,,,,,,"Probably born before first seen date"
"307","Mathimula","Mat",,"M",,"21/10/2014","day","21/10/2014",,,"AK","Mamoobi",,"17/02/2020","BD","17/02/2020","30/01/2021","BD","24/02/2021","29/10/2021",,,,,,,,"last seen in BD 30/01/2021 then reappeared in BD after an encounter with CR on 24/02/2021"
"263","Mbazwane","Mba",,"M",,"15/11/2013","day","15/11/2013",,,"AK","Mamoobi","Elton","16/01/2016","IF",,"16/01/2016",,,,,,,,,,,"16/01/2016 - last time w/ AK, stayed with I family but gp not followed"
"563","Mbila","Mbil",,"F",,"05/11/2018","day","05/11/2018",,,"AK","Mamoobi",,,,,"16/12/2019",,,,,,,,,,,"Presumed dead, body not found"
"180","Medjerda","Med",,"M",,,,"09/05/2012",,,,,,,"KB",,"19/06/2013","KB","20/02/2014","15/12/2015",,,,,,,"No","left KB for unk group then later returned, briefly named ""Oo"" before recognised as Med, disappeared with 'Z' matriline and 'Pearl' (LAlm), presumably to form new split group"
"798","Medusa","Medu",,"F",,,,"28/06/2022",,,"IF",,,,,,"07/08/2024",,,,,,,,,,"No",
"311","Meerkat","Mee",,"M",,"27/10/2014","day","27/10/2014",,,"BD","Mooi","Arthur","24/11/2016",,,"24/11/2016",,,,,,,,,,,"Presumed dead, body not found. Recorded 3 times in months after official last seen date - probably errors"
"348","Mercury","Mer",,"M",,"01/01/2012","year","18/12/2014",,,"LT",,,,"FirstLTsplinter",,"09/07/2015",,,,,,,,,,"No","Unclear if data in logbook is for Mercury or Merlin…: 2015/07/09 - last date Mercury (lennon moustace?) recorded"
"884","Mercury","Mer",,"M",,"01/09/2023","month","01/10/2023",,"IF","IF","Medusa",,,,,,,,,,,,,,,"Yes",
"109","Merlin","Mer","Little Merlin;JF","M",,"01/01/2009","year","03/08/2011",,,"LT",,,"11/12/2014",,,"11/12/2014",,,,,,,,,,"No","Probably born in 2009, fate unknown…. Mixed with Mercury?"
"225","Mevrou","Mevr",,"F",,"29/10/2012","day","29/10/2012",,,"BD","Mooi",,,,,"07/06/2016",,,,,,,,,,,"Recorded a few more times in BD months after official last seen, but maybe errors, likely dead"
"50","Mfolozi","Mfo","Hunchback","M",,"01/01/2007","year","12/12/2010",,,"AK","Mamoobi",,"02/05/2012","LT","16/05/2012","21/10/2014",,,,,,,,,,,"Probably born in 2007; described as ""hunchback"" or ""hunchback juv"" early on in records"
"468","Mhaori","Mhao",,"F",,"17/11/2016","day","17/11/2016",,,"KB","Mara",,,,,"30/12/2019",,,,,,,,,,,
"49","Michael Jackson","Mic",,"M",,,,"08/12/2010",,,,,,,"RC",,"11/12/2010",,,,,,,,,,"No",
"414","Middag","Midd",,"F",,"09/11/2015","day","09/11/2015",,,"BD","Mielies",,,,,"20/01/2016",,,,,,,,,,,"Presumed dead, body not found"
"35","Mielies","Miel",,"F",,"01/11/2010","month","16/11/2010",,"PR","BD","Mooi",,"19/01/2024","PR","19/01/2024","31/01/2024",,,,,,,,,,"Yes","DOB unconfirmed"
"11","Milano","Mil",,"M","4",,,"08/11/2010",,,,,,,"NH","08/11/2010","30/03/2011","NH","20/10/2011","30/09/2013","BD","28/04/2014","02/05/2015",,,,,"Not seen at noha for 5 months then returned, date of immigration is likely just first seen date, seen in BD v infrequently in months before final seen date"
"552","Mimiek","Mimi",,"F",,"26/10/2018","day","26/10/2018",,,"BD","Mielies",,,,,"19/08/2020",,,,,,,,,,,"Disappeared and no body but assumed to have died. Lots of predator response and hypervigilance in recent days. And group split a few days around disappearance."
"54","Mini MJ",,,"F",,"01/01/2009","year","13/12/2010",,,"RC",,,,,,"01/11/2011",,,,,,,,,,"No","Probably born in 2009"
"741","Miskien","Misk",,"F",,"19/11/2021","day","19/11/2021",,"PR","BD","Mielies",,"23/01/2024","PR","31/01/2024","31/01/2024",,,,,,,,,,"Yes",
"271","Mississipi","Mis",,"M",,"27/11/2013","day","27/11/2013",,,"KB","Mara",,"16/06/2018",,,"16/06/2018",,,,,,,,,,,"Born during the night. VERY shy, not seen in group until 2013/05/06"
"168","Mnandi","Mna",,"M",,"01/01/2009","year","28/01/2012",,,"AK","Mamoobi","Sanbonani","14/01/2015","LT","19/01/2015","07/06/2018",,,,,,,,,,,"Born in 2009, seen once in LT on 05/01/15 before official migration date"
"125","Modjadji","Modj",,"F",,"31/10/2011","day","31/10/2011",,,"AK","Mamoobi",,,,,"26/11/2012",,,,,,,,,,,"Probably dead, in logbook 2 months later but probably an error"
"657","Moesa","Moes",,"F",,"01/11/2020","month","24/11/2020","28/10/2024","KB","KB","Mara",,"Still present",,,,,,,,,,,,,"Yes","She was was sexed as a male and later realised that she was a female"
"501","Mokcha","Mokc",,"F",,"13/10/2017","day","13/10/2017",,,"KB","Mara",,,,,"04/09/2021",,,,,,,,,,,
"691","Momo","Mom",,"M",,,,"04/06/2021",,,,,,,"LT","04/06/2021","19/12/2022",,,,,,,,,,,
"756","Montreal","Mon",,"M","`2021","01/01/2021","year","25/10/2021",,"CR","CR","mackenzie",,"Still present",,,"Still present",,,,,,,,,,"Yes",
"25","Mooi","Mooi",,"F",,,,"09/11/2010",,,"BD",,,,,,"26/05/2015",,,,,,,,,,,"Last seen looking almost ""drugged"", vey weak, presumed dead. Recorded a few times after last seen date, but likely errors"
"277","Moonie","Moon","Baby Tang 2012","F",,"01/01/2012","year","28/02/2014",,,"KB","Mara","Danube",,,,"13/02/2015",,,,,,,,,,"No","probably dead, body not found, probably referred to as baby Tang 2012 before Mara was discovered and we realised it was her baby"
"110","Mousse","Mou","JG","M",,"01/01/2009","year","03/08/2011",,,"LT",,,"03/06/2014",,,"03/06/2014",,,,,,,,,,,"Probably born in 2009, fate unknown. Maybe seen once more on 20.06.14 but maybe error?"
"517","Moya","Moya",,"F",,"26/10/2017","day","26/10/2017",,,"AK","Mamoobi",,,,,"16/11/2019",,,,,,,,,,,"Presumed dead. Body not found"
"185","Mpukuvane","Mpu",,"M",,"01/01/2008","year","14/05/2012",,,"AK","Mamoobi",,"16/05/2013",,,"16/05/2013",,,,,,,,,,,"Probably born in 2008"
"662","Muis","Mui",,"M",,"25/11/2020","day","25/11/2020",,"PR","BD","Mielies",,"13/01/2024","PR","31/01/2024","31/01/2024",,,,,,,,,,"Yes",
"214","Mungunya","Mun",,"M",,"15/10/2012","day","15/10/2012",,,"AK","Mamoobi","Arthur","09/01/2016",,,"09/01/2016",,,,,,,,,,,"probably dead, body not found"
"7","Mvula","Mvu",,"M",,"02/11/2010","day","02/11/2010",,,"AK","Mamoobi","Sanbonani","13/06/2015","BD","13/06/2015","17/12/2016","CR","29/12/2016","23/02/2018",,,,,,,,
"919","Mzimvubu","Mzi",,"M",,,,"01/11/2024",,"KB",,,,,"KB","01/11/2024","Still present",,,,,,,,,,"Yes","Suspected to be winter (Win)"
"553","Naaldekoker","Naal",,"F",,"26/10/2018","day","26/10/2018","26/10/2022",,"BD","Numbies",,,,,"07/03/2024",,,,,,,,,,"Yes","Was seen moving between BD and BD split PR for a couple of weeks before disappearing. Is possibly with PR"
"671","Naartjie","Naa",,"M",,"01/12/2021","month","21/12/2020",,,"BD","Nooiens ",,,,,"12/12/2021",,,,,,,,,,"No","born between 19 and 21/12/2020 but First recorded and seen on 21 Dec 2020"
"836","Nagapie","Naga",,"F",,"29/11/2022","day","29/11/2022",,,"BD","Nooiens ",,,,,"10/05/2023",,,,,,,,,,"NO",
"464","Nahoon","Nah",,"M",,"14/11/2016","day","14/11/2016",,,"KB","Nessie",,"30/05/2019",,,"30/05/2019",,,,,,,,,,,"Probably dead"
"520","Nakhu","Nak",,"M",,"31/10/2017","day","31/10/2017","05/05/2022",,"AK","Nkosikasi",,"05/05/2022","BD","06/05/2022","28/12/2023",,,,,,,,,,,
"176","Nala","Nala",,"F",,"01/01/2008","year","18/04/2012",,,"LT",,,,,,"04/07/2015",,,,,,,,,,,"Probably born 2008, fate unknown, presumed dead"
"93","Nam nam","Namn",,"F","20","01/01/2009","year","07/04/2011",,,"BD","Numbies","Pik",,,,"22/08/2013",,,,,,,,,,,"Born in 2009, likely died from miscarriage 2 weeks earlier"
"902","Namibie","Nami",,"F",,"03/11/2023","day","03/11/2023",,,"BD","Nooiens ",,,,,"20/09/2024",,,,,,,,,,"No",
"522","Nantucket","Nan",,"M",,,,"02/11/2017",,,"CR","Nihau",,"18/07/2018",,,"18/07/2018",,,,,,,,,,,"Last seen few days before CR last followed"
"12","Napoli","Nap",,"M",,,,"08/11/2010",,,,,,,"NH","08/11/2010","24/01/2011",,,,,,,,,,,
"839","Ncane","Nca",,"M",,"01/11/2022","month","01/12/2022",,,"AK","Ncoko",,,,,"23/05/2023",,,,,,,,,,"No",
"909","Nciphisa","Nci",,"M",,"01/11/2023","month","14/11/2023",,"AK","AK","Ncoko",,"Still present",,,"Still present",,,,,,,,,,"Yes",
"560","Ncoko","Ncok",,"F",,"02/11/2018","day","02/11/2018","26/10/2022","AK","AK","Nkosikasi",,,,,,,,,,,,,,,"Yes",
"561","Ndanda","Nda",,"M",,"03/11/2018","day","03/11/2018","05/09/2023",,"AK","Ndonsa",,"23/02/2024",,,"23/02/2024",,,,,,,,,,"No","probably born the day before"
"451","Ndawonya","Ndaw",,"F",,"08/02/2016","day","08/02/2016",,"AK","AK","Ndonsa",,,,,,,,,,,,,,,"Yes",
"504","Ndiki","Ndik",,"F",,"16/10/2017","day","16/10/2017",,,"AK","Ndonsa",,,,,"20/04/2021",,,,,,,,,,,
"841","Ndini","Ndin",,"F",,"01/12/2022","month","03/12/2022",,"AK","AK","Ndonsa",,,,,,,,,,,,,,,"Yes",
"324","Ndiza","Ndi",,"M","20","01/11/2014","day","01/11/2014",,,"AK","Ndonsa",,"05/03/2020",,,"05/03/2020",,,,,,,,,,,
"722","Ndlovu","Ndl",,"M",,"02/11/2021","day","02/11/2021",,"AK","AK","Ndonsa",,"Still present",,,"Still present",,,,,,,,,,"Yes",
"672","Ndondo","Ndo",,"M",,"01/01/2020","year","04/01/2021",,,"AK","Ndawonya",,"27/11/2021",,,"27/11/2021",,,,,,,,,,,
"227","Ndonsa","Ndon",,"F",,"01/01/2009","year","02/11/2012",,"AK","AK","Nkosikasi","Sanbonani",,,,,,,,,,,,,,"Yes",
"644","Ndumiso","Ndum",,"F",,"16/11/2020","day","16/11/2020",,,"AK","Ndonsa",,,,,"27/10/2023",,,,,,,,,,"No",
"788","Nelson","Nel",,"M",,,,"17/03/2022",,"LT",,,,,"LT","17/03/2022","Still present",,,,,,,,,,"Yes",
"191","Nessie","Ness",,"F",,"01/12/2011","month","01/08/2012",,,"KB",,,,,,"23/09/2020",,,,,,,,,,,"Born Dec 2011, died Sep2020. posssibly by Caracal"
"153","Neuchatel","Neu","M10","M","10","01/01/2009","year","16/12/2011",,,"NH",,,"08/05/2014","BD","09/06/2014","14/12/2020",,,,,,,,,,,
"481","New male (look like Rio)",,,"M",,,,"22/06/2017",,,,,,,"LT","22/06/2017","07/07/2017",,,,,,,,,,"No","first apparition 22/06/2017, sure since 7/07/2017 - dif male to that recorded 24th May onwards?"
"792","NewMale3","NewMale3","NewMale3; Newmale3","M",,,,"16/06/2022",,,,,,,"NH","16/06/2022","06/08/2022",,,,,,,,,,"NO",
"107","Newton","New",,"M",,,,"09/07/2011",,,,,,,"LT","09/07/2011","25/01/2014",,,,,,,,,,,"Only seen twice since Nov 2013"
"469","Ngenakubo","Nge",,"M",,"18/11/2016","day","18/11/2016",,,"AK","Nkosikasi",,"12/11/2021","BD","07/02/2022","01/03/2023",,,,,,,,,,,
"142","Ngubu","Ngu",,"M",,"26/11/2011","day","26/11/2011",,,"AK","Nkosikasi",,"06/07/2013",,,"06/07/2013",,,,,,,,,,,"Probably dead"
"3","Niese","Nies",,"F","30","31/10/2010","day","31/10/2010",,,"BD","Numbies",,,,,"14/12/2014",,,,,,,,,,,"Presumed dead"
"526","Nihau","Niha",,"F",,"01/01/2012","year","06/11/2017",,"CR","CR",,,,,,,,,,,,,,,,"Yes","Born 2012, first recorded seems late - was she called something else first? Last seen few days before CR last followed"
"764","Nihiru","Nihi",,"F",,"01/01/2021","year","09/11/2021",,"CR","CR","Nihau",,,,,,,,,,,,,,,"Yes",
"808","Nike","Nike","Nike",,,"01/01/2021","year","28/06/2022",,"IF","IF",,,,,,,,,,,,,,,,"Yes",
"130","Nile","Nil",,"M","2",,,"05/11/2011",,,,,,,"KB","05/11/2011","17/11/2014",,,,,,,,,,,
"410","Nirtjies","Nirt",,"F",,"06/11/2015","day","06/11/2015",,,"BD","Numbies",,,,,"25/01/2016",,,,,,,,,,,"Presumed dead"
"723","Nkomo","Nko",,"M",,"04/11/2021","day","04/11/2021",,,"AK","Nkosikasi",,"20/09/2024",,,"20/09/2024",,,,,,,,,,"No","found dead not far from Nkosi 09/10/2024"
"32","Nkosikasi","Nkos",,"F","3",,,"11/11/2010",,,"AK",,,,,,"20/09/2024",,,,,,,,,,"No","Probably born between 2005-2006. He body was found on the 09/10/2024. looks like she died from natuaral cause."
"650","Nkunzi","Nkun",,"F",,"19/11/2020","day","19/11/2020",,,"AK","Nkosikasi",,,,,"13/01/2022",,,,,,,,,,"No",
"245","Noah","Noa",,"M",,"01/01/2012","year","09/02/2013",,,"LT","Nala",,"20/02/2018","LTsplit",,"20/02/2018",,,,,,,,,,,"Migrated on the same day LT split, recorded once in May 2018 in LT, likely an error"
"122","Noktober","Nok",,"M",,"26/10/2011","day","26/10/2011",,,"BD","Numbies","Pik","11/06/2016","CR","15/06/2016","04/01/2017",,,,,,,,,,,"Disappeared from CR, probably migrated, "
"899","Nomusa","Nomu",,"F",,"02/11/2023","day","02/11/2023",,,"AK","Ndonsa",,,,,"19/01/2023",,,,,,,,,,"No","She was grabbed by an eagle, the tissue sample was collected."
"579","Nonnitgie","Non",,"M",,"22/11/2018","day","22/11/2018","05/09/2023","PR","BD","Nooiens",,"22/01/2024","PR","31/01/2024","31/01/2024",,,,,,,,,,"Yes",
"343","Nooiens","Nooi",,"F",,"28/11/2014","day","28/11/2014",,,"BD","Numbies",,,,,"20/09/2024",,,,,,,,,,"No","found dead on the 15/10/2024"
"735","Nooit","Noo",,"M",,"09/11/2021","day","09/11/2021",,,"BD","Nooiens ",,,,,"16/02/2022",,,,,,,,,,"NO",
"767","Nora","Nora",,"F",,"01/01/2020","year","28/07/2021","28/10/2024","CR","CR","Nihau",,,,,,,,,,,,,,,"Yes",
"714","Nostrils",,,,,"01/01/2012","year",,,,"CR",,,,,,,,,,,,,,,,"No","Born 2012"
"619","Nuclides","Nucl",,"F",,"04/11/2019","day","04/11/2019",,,"BD","Nurks",,,,,"30/06/2021",,,,,,,,,,,"She was last seen on the 30/06/2021. Nucl was the only surviving baby from BD for the 2019/20 season."
"779","Nugget","Nug",,"M",,,,"26/10/2021",,,"KB","Nessie",,,,,"27/05/2021",,,,,,,,,,"NO",
"699","Nukke","Nuk",,"M",,"01/10/2021","month","18/10/2021",,,"BD","Nurks",,"09/02/2024",,,"09/02/2024",,,,,,,,,,"Yes","probably born 16 or 17 of October 2021 "
"696","Nul","Nul",,"M",,"06/10/2021","day","06/10/2021",,,"BD","Numbies",,,,,"22/03/2022",,,,,,,,,,"No",
"26","Numbies","Numb",,"F","20",,,"09/11/2010",,,"BD",,,,,,"08/04/2023",,,,,,,,,,,
"204","Nurks","Nurk",,"F",,"01/10/2012","day","01/10/2012",,,"BD","Numbies","Pik",,,,"13/02/2024",,,,,,,,,,"No","Dissapeared on the 2023/12/07 he heart was beating loud and she appeared again on the 2024/02/08"
"505","Nuuskierig","Nuu",,"M",,"16/10/2017","day","16/10/2017",,,"BD","Nurks",,"06/03/2023",,,"06/03/2023",,,,,,,,,,,
"726","Nyala","Nyal",,"F",,"05/11/2021","day","05/11/2021",,,"AK","Nyanga",,,,,"06/12/2021",,,,,,,,,,"NO",
"322","Nyanga","Nyan",,"F",,"31/10/2014","day","31/10/2014",,,"AK","Nkosikasi","Elton",,,,"04/12/2021",,,,,,,,,,,
"220","Nyoni","Nyo",,"M",,"22/10/2012","day","22/10/2012",,,"AK","Nkosikasi","Yster","16/05/2017","BD","16/05/2017","19/11/2018",,,,,,,,,,,
"380","Oahu","Oahu",,"F","10",,,"12/01/2015",,,"CR",,,,,,"18/07/2018",,,,,,,,,,,"Last seen few days before CR last followed"
"832","Oase","Oase",,"F",,"19/11/2022","day","19/11/2022",,"BD","BD","Obsessie",,,,,,,,,,,,,,,"Yes",
"338","Obelisk","Obe",,"M",,"15/11/2014","day","15/11/2014",,,"BD","Oulik","Chernobyl","13/06/2019","CR","06/08/2020","22/02/2022",,,,,,,,,,,"Probably immigrated earlier but gp not habituated/not followed so immigration date might not be exact"
"514","Obsessie","Obse",,"F",,"24/10/2017","day","24/10/2017",,"BD","BD","Oulik",,,,,,,,,,,,,,,"Yes",
"565","Oerwoud","Oerw",,"F",,"09/11/2018","day","09/11/2018","06/12/2021",,"BD","Oulik",,,,,"20/09/2024",,,,,,,,,,"No","Found dead, samples were taken. Part of the body were eaten by a predator.  her body was found on the 23/09/2024"
"128","Ogies","Ogi",,"M","22","02/11/2011","day","02/11/2011",,,"BD","Oulik","Lekker","03/06/2016","CR","10/06/2016","20/07/2018",,,,,,,,,,,"Recorded a few more times in BD months after official dept date, but maybe errors, seen on last day CR followed 2018/07/20"
"388","Okavango","Oka",,"M",,,,"04/05/2015",,,,,,,"KB","04/05/2015","29/10/2015",,,,,,,,,,,"Had large wound before last seen"
"684","Okefenokee","Oke",,"M",,,,"31/05/2021",,,,,,,"KB","31/05/2021","28/01/2023","IF","24/04/2023","27/07/2024",,,,,,,"No",
